film_id,title,COUNT(rental.inventory_id)
283,"ENDING CROWDS",5
434,"HORROR REIGN",5
797,"SILENCE KANE",5
336,"FRENCH HOLIDAY",5
893,"TITANS JERK",5
334,"FREDDY STORM",5
489,"JUGGLER HARDLY",5
554,"MALKOVICH PET",5
285,"ENGLISH BULWORTH",5
756,"SADDLE ANTITRUST",5
162,"CLUELESS BUCKET",5
968,"WEREWOLF LOLA",5
395,"HANDICAP BOONDOCK",5
116,"CANDIDATE PERDITION",5
179,"CONQUERER NUTS",5
89,"BORROWERS BEDAZZLED",5
941,"VIDEOTAPE ARSENIC",5
972,"WHISPERER GIANT",5
397,"HANKY OCTOBER",5
181,"CONTACT ANONYMOUS",5
499,"KING EVOLUTION",5
604,"MULAN MOON",5
680,"PINOCCHIO SIMON",5
173,"CONFESSIONS MAGUIRE",5
26,"ANNIE IDENTITY",5
396,"HANGING DEEP",5
873,"SWEETHEARTS SUSPECTS",5
517,"LESSON CLEOPATRA",5
727,"RESURRECTION SILVERADO",5
629,"NOTORIOUS REUNION",5
762,"SASSY PACKER",5
881,"TEMPLE ATTRACTION",5
529,"LONELY ELEPHANT",5
621,"NETWORK PEAK",5
403,"HARRY IDAHO",5
682,"PITTSBURGH HUNCHBACK",5
572,"METROPOLIS COMA",5
31,"APACHE DIVINE",5
778,"SECRETS PARADISE",5
812,"SMOKING BARBARELLA",5
360,"GLASS DYING",5
265,"DYING MAKER",5
317,"FIREBALL PHILADELPHIA",5
775,"SEATTLE EXPECATIONS",5
417,"HILLS NEIGHBORS",5
879,"TELEGRAPH VOYAGE",5
60,"BEAST HUNCHBACK",5
479,"JEDI BENEATH",5
373,"GRADUATE LORD",5
305,"FATAL HAUNTED",5
8,"AIRPORT POLLOCK",5
241,"DONNIE ALLEY",5
744,"ROOTS REMEMBER",5
328,"FOREVER CANDIDATE",5
583,"MISSION ZOOLANDER",5
676,"PHILADELPHIA WIFE",5
834,"SPOILERS HELLFIGHTERS",5
637,"OPEN AFRICAN",5
985,"WONDERLAND CHRISTMAS",5
534,"LOUISIANA HARRY",5
200,"CURTAIN VIDEOTAPE",5
474,"JADE BUNCH",5
383,"GROOVE FICTION",5
854,"STRANGERS GRAFFITI",5
638,"OPERATION OPERATION",5
783,"SHANE DARKNESS",5
11,"ALAMO VIDEOTAPE",5
422,"HOLLOW JEOPARDY",5
792,"SHREK LICENSE",5
745,"ROSES TREASURE",5
56,"BAREFOOT MANCHURIAN",5
640,"OPUS ICE",5
11,"ALAMO VIDEOTAPE",5
424,"HOLOCAUST HIGHBALL",5
920,"UNBREAKABLE KARATE",5
539,"LUCK OPUS",5
700,"PRIX UNDEFEATED",5
645,"OTHERS SOUP",5
702,"PULP BEVERLY",5
172,"CONEHEADS SMOOCHY",5
852,"STRANGELOVE DESIRE",5
949,"VOLCANO TEXAS",5
724,"REMEMBER DIARY",5
395,"HANDICAP BOONDOCK",5
333,"FREAKY POCUS",5
147,"CHOCOLAT HARRY",5
204,"DALMATIONS SWEDEN",5
454,"IMPACT ALADDIN",5
494,"KARATE MOON",5
280,"EMPIRE MALKOVICH",5
941,"VIDEOTAPE ARSENIC",5
809,"SLIPPER FIDELITY",5
117,"CANDLES GRAPES",5
863,"SUN CONFESSIONS",5
286,"ENOUGH RAGING",5
725,"REQUIEM TYCOON",5
73,"BINGO TALENTED",5
119,"CAPER MOTIONS",5
726,"RESERVOIR ADAPTATION",5
975,"WILLOW TRACY",5
346,"GALAXY SWEETHEARTS",5
174,"CONFIDENTIAL INTERVIEW",5
294,"EXPECATIONS NATURAL",5
630,"NOTTING SPEAKEASY",5
354,"GHOST GROUNDHOG",5
817,"SOLDIERS EVOLUTION",5
723,"REIGN GENTLEMEN",5
621,"NETWORK PEAK",5
871,"SWEDEN SHINING",5
521,"LIES TREATMENT",5
303,"FANTASY TROOPERS",5
728,"REUNION WITCHES",5
621,"NETWORK PEAK",5
519,"LIBERTY MAGNIFICENT",5
574,"MIDNIGHT WESTWARD",5
775,"SEATTLE EXPECATIONS",5
417,"HILLS NEIGHBORS",5
522,"LIFE TWISTED",5
580,"MINE TITANS",5
305,"FATAL HAUNTED",5
634,"ODDS BOOGIE",5
242,"DOOM DANCING",5
744,"ROOTS REMEMBER",5
57,"BASIC EASY",5
524,"LION UNCUT",5
637,"OPEN AFRICAN",5
747,"ROXANNE REBEL",5
135,"CHANCE RESURRECTION",5
55,"BARBARELLA STREETCAR",5
474,"JADE BUNCH",5
639,"OPPOSITE NECKLACE",5
433,"HORN WORKING",5
792,"SHREK LICENSE",5
698,"PRINCESS GIANT",5
382,"GRIT CLOCKWORK",5
592,"MONSTER SPARTACUS",5
539,"LUCK OPUS",5
750,"RUN PACIFIC",5
58,"BEACH HEARTBREAKERS",5
481,"JEKYLL FROGMEN",5
115,"CAMPUS REMEMBER",5
166,"COLOR PHILADELPHIA",5
849,"STORM HAPPINESS",5
645,"OTHERS SOUP",5
282,"ENCOUNTERS CURTAIN",5
998,"ZHIVAGO CORE",5
893,"TITANS JERK",5
544,"MADISON TRAP",5
702,"PULP BEVERLY",5
852,"STRANGELOVE DESIRE",5
489,"JUGGLER HARDLY",5
285,"ENGLISH BULWORTH",5
949,"VOLCANO TEXAS",5
603,"MOVIE SHAKESPEARE",5
179,"CONQUERER NUTS",5
494,"KARATE MOON",5
280,"EMPIRE MALKOVICH",5
896,"TOOTSIE PILOT",5
600,"MOTIONS DETAILS",5
664,"PATRIOT ROMAN",5
864,"SUNDANCE INVASION",5
500,"KISS GLORY",5
287,"ENTRAPMENT SATISFACTION",5
73,"BINGO TALENTED",5
615,"NASH CHOCOLAT",5
759,"SALUTE APOLLO",5
26,"ANNIE IDENTITY",5
396,"HANGING DEEP",5
25,"ANGELS LIFE",5
678,"PICKUP DRIVING",5
186,"CRAFT OUTFIELD",5
970,"WESTWARD SEABISCUIT",5
303,"FANTASY TROOPERS",5
771,"SCORPION APOLLO",5
305,"FATAL HAUNTED",5
363,"GO PURPLE",5
623,"NEWTON LABYRINTH",5
979,"WITCHES PANIC",5
900,"TOWN ARK",5
522,"LIFE TWISTED",5
319,"FISH OPUS",5
624,"NIGHTMARE CHILL",5
268,"EARLY HOME",5
242,"DOOM DANCING",5
480,"JEEPERS WEDDING",5
690,"POND SEATTLE",5
358,"GILMORE BOILED",5
277,"ELEPHANT TROJAN",5
244,"DORADO NOTTING",5
698,"PRINCESS GIANT",5
745,"ROSES TREASURE",5
142,"CHICKEN HELLFIGHTERS",5
382,"GRIT CLOCKWORK",5
525,"LOATHING LEGALLY",5
330,"FORRESTER COMANCHEROS",5
271,"EASY GLADIATOR",5
201,"CYCLONE FAMILY",5
645,"OTHERS SOUP",5
795,"SIEGE MADRE",5
545,"MADNESS ATTACKS",5
739,"ROCKY WAR",5
61,"BEAUTY GREASE",5
489,"JUGGLER HARDLY",5
23,"ANACONDA CONFESSIONS",5
443,"HURRICANE AFFAIR",5
705,"PURPLE MOVIE",5
333,"FREAKY POCUS",5
740,"ROLLERCOASTER BRINGING",5
388,"GUNFIGHT MOON",5
117,"CANDLES GRAPES",5
855,"STREAK RIDGEMONT",5
897,"TORQUE BOUND",5
711,"RAGING AIRPLANE",5
182,"CONTROL ANTHEM",5
90,"BOULEVARD MOB",5
945,"VIRGINIAN PLUTO",5
759,"SALUTE APOLLO",5
345,"GABLES METROPOLIS",5
150,"CIDER DESIRE",5
174,"CONFIDENTIAL INTERVIEW",5
563,"MASSACRE USUAL",5
727,"RESURRECTION SILVERADO",5
807,"SLEUTH ORIENT",5
396,"HANGING DEEP",5
206,"DANCING FEVER",5
174,"CONFIDENTIAL INTERVIEW",5
563,"MASSACRE USUAL",5
401,"HAROLD FRENCH",5
899,"TOWERS HURRICANE",5
208,"DARES PLUTO",5
569,"MENAGERIE RUSHMORE",5
944,"VIRGIN DAISY",5
403,"HARRY IDAHO",5
683,"PITY BOUND",5
509,"LANGUAGE COWBOY",5
564,"MASSAGE IMAGE",5
520,"LICENSE WEEKEND",5
305,"FATAL HAUNTED",5
947,"VISION TORQUE",5
979,"WITCHES PANIC",5
694,"PREJUDICE OLEANDER",5
306,"FEATHERS METAL",5
624,"NIGHTMARE CHILL",5
242,"DOOM DANCING",5
583,"MISSION ZOOLANDER",5
308,"FERRIS MOTHER",5
776,"SECRET GROUNDHOG",5
277,"ELEPHANT TROJAN",5
244,"DORADO NOTTING",5
875,"TALENTED HOMICIDE",5
331,"FORWARD TEMPLE",5
639,"OPPOSITE NECKLACE",5
994,"WYOMING STORM",5
476,"JASON TRAP",5
841,"STAR OPERATION",5
435,"HOTEL HAPPINESS",5
271,"EASY GLADIATOR",5
58,"BEACH HEARTBREAKERS",5
272,"EDGE KISSING",5
930,"VACATION BOONDOCK",5
702,"PULP BEVERLY",5
23,"ANACONDA CONFESSIONS",5
205,"DANCES NONE",5
388,"GUNFIGHT MOON",5
89,"BORROWERS BEDAZZLED",5
496,"KICK SAVANNAH",5
651,"PACKER MADIGAN",5
216,"DAY UNFAITHFUL",5
945,"VIRGINIAN PLUTO",5
440,"HUNGER ROOF",5
804,"SLEEPING SUSPECTS",5
938,"VELVET TERMINATOR",5
345,"GABLES METROPOLIS",5
741,"ROMAN PUNK",5
150,"CIDER DESIRE",5
293,"EXORCIST STING",5
942,"VIETNAM SMOOCHY",5
452,"ILLUSION AMELIE",5
555,"MALLRATS UNITED",5
346,"GALAXY SWEETHEARTS",5
563,"MASSACRE USUAL",5
295,"EXPENDABLE STALLION",5
728,"REUNION WITCHES",5
442,"HUNTING MUSKETEERS",5
984,"WONDERFUL DROP",5
806,"SLEEPY JAPANESE",5
355,"GHOSTBUSTERS ELF",5
613,"MYSTIC TRUMAN",5
130,"CELEBRITY HORN",5
28,"ANTHEM LUKE",5
93,"BRANNIGAN SUNRISE",5
621,"NETWORK PEAK",5
768,"SCARFACE BANG",5
858,"SUBMARINE BED",5
31,"APACHE DIVINE",5
973,"WIFE TURN",5
905,"TRAINSPOTTING STRANGERS",5
679,"PILOT HOOSIERS",5
567,"MEET CHOCOLATE",5
301,"FAMILY SWEET",5
773,"SEABISCUIT PUNK",5
348,"GANDHI KWAI",5
879,"TELEGRAPH VOYAGE",5
523,"LIGHTS DEER",5
43,"ATLANTIS CAUSE",5
958,"WARDROBE PHANTOM",5
414,"HELLFIGHTERS SIERRA",5
870,"SWARM GOLD",5
50,"BAKED CLEOPATRA",5
411,"HEAVENLY GUN",5
902,"TRADING PINOCCHIO",5
471,"ISLAND EXORCIST",5
823,"SOUTH WAIT",5
626,"NOON PAPI",5
745,"ROSES TREASURE",5
526,"LOCK REAR",5
692,"POTLUCK MIXED",5
374,"GRAFFITI LOVE",5
702,"PULP BEVERLY",5
237,"DIVORCE SHINING",5
390,"GUYS FALCON",5
843,"STEEL SANTA",5
739,"ROCKY WAR",5
152,"CIRCUS YOUTH",5
741,"ROMAN PUNK",5
117,"CANDLES GRAPES",5
855,"STREAK RIDGEMONT",5
85,"BONNIE HOLOCAUST",5
810,"SLUMS DUCK",5
738,"ROCKETEER MOTHER",5
158,"CLONES PINOCCHIO",5
379,"GREEDY ROOTS",5
588,"MODEL FISH",5
287,"ENTRAPMENT SATISFACTION",5
15,"ALIEN CENTER",5
77,"BIRDS PERDITION",5
169,"COMFORTS RUSH",5
219,"DEEP CRUSADE",5
452,"ILLUSION AMELIE",5
1,"ACADEMY DINOSAUR",5
382,"GRIT CLOCKWORK",5
114,"CAMELOT VACATION",5
868,"SUPERFLY TRIP",5
295,"EXPENDABLE STALLION",5
18,"ALTER VICTORY",5
442,"HUNTING MUSKETEERS",5
763,"SATISFACTION CONFIDENTIAL",5
559,"MARRIED GO",5
806,"SLEEPY JAPANESE",5
613,"MYSTIC TRUMAN",5
187,"CRANES RESERVOIR",5
93,"BRANNIGAN SUNRISE",5
290,"EVERYONE CRAFT",5
971,"WHALE BIKINI",5
31,"APACHE DIVINE",5
565,"MATRIX SNOWMAN",5
973,"WIFE TURN",5
413,"HEDWIG ALTER",5
126,"CASUALTIES ENCINO",5
856,"STREETCAR INTENTIONS",5
518,"LIAISONS SWEET",5
416,"HIGHBALL POTTER",5
234,"DISTURBING SCARFACE",5
462,"INSIDER ARIZONA",5
502,"KNOCK WARLOCK",5
570,"MERMAID INSECTS",5
958,"WARDROBE PHANTOM",5
980,"WIZARD COLDBLOODED",5
309,"FEUD FROGMEN",5
561,"MASK PEACH",5
949,"VOLCANO TEXAS",5
244,"DORADO NOTTING",5
875,"TALENTED HOMICIDE",5
471,"ISLAND EXORCIST",5
577,"MILE MULAN",5
626,"NOON PAPI",5
593,"MONTEREY LABYRINTH",5
425,"HOLY TADPOLE",5
238,"DOCTOR GRAIL",5
751,"RUNAWAY TENENBAUMS",5
878,"TEEN APOLLO",5
646,"OUTBREAK DIVINE",5
378,"GREATEST NORTH",5
272,"EDGE KISSING",5
931,"VALENTINE VANISHING",5
243,"DOORS PRESIDENT",5
790,"SHOOTIST SUPERFLY",5
1000,"ZORRO ARK",5
929,"USUAL UNTOUCHABLES",5
252,"DREAM PICKUP",5
149,"CHRISTMAS MOONSHINE",5
793,"SHRUNK DIVINE",5
322,"FLATLINERS KILLER",5
848,"STONE FIRE",5
447,"ICE CROSSING",5
86,"BOOGIE AMELIE",5
897,"TORQUE BOUND",5
738,"ROCKETEER MOTHER",5
588,"MODEL FISH",5
540,"LUCKY FLYING",5
15,"ALIEN CENTER",5
487,"JINGLE SAGEBRUSH",5
938,"VELVET TERMINATOR",5
247,"DOWNHILL ENOUGH",5
120,"CARIBBEAN LIBERTY",5
863,"SUN CONFESSIONS",5
589,"MODERN DORADO",5
649,"OZ LIAISONS",5
81,"BLINDNESS GUN",5
555,"MALLRATS UNITED",5
269,"EARRING INSTINCT",5
67,"BERETS AGENT",5
745,"ROSES TREASURE",5
969,"WEST LION",5
18,"ALTER VICTORY",5
807,"SLEUTH ORIENT",5
961,"WASH HEAVENLY",5
130,"CELEBRITY HORN",5
290,"EVERYONE CRAFT",5
212,"DARN FORRESTER",5
510,"LAWLESS VISION",5
95,"BREAKFAST GOLDFINGER",5
445,"HYDE DOCTOR",5
973,"WIFE TURN",5
413,"HEDWIG ALTER",5
670,"PELICAN COMFORTS",5
301,"FAMILY SWEET",5
979,"WITCHES PANIC",5
416,"HIGHBALL POTTER",5
348,"GANDHI KWAI",5
209,"DARKNESS WAR",5
234,"DISTURBING SCARFACE",5
462,"INSIDER ARIZONA",5
300,"FALCON VOLUME",5
870,"SWARM GOLD",5
254,"DRIVER ANNIE",5
51,"BALLOON HOMEWARD",5
101,"BROTHERHOOD BLANKET",5
303,"FANTASY TROOPERS",5
764,"SATURDAY LAMBS",5
875,"TALENTED HOMICIDE",5
902,"TRADING PINOCCHIO",5
366,"GOLDFINGER SENSIBILITY",5
771,"SCORPION APOLLO",5
526,"LOCK REAR",5
693,"POTTER CONNECTICUT",5
375,"GRAIL FRANKENSTEIN",5
271,"EASY GLADIATOR",5
406,"HAUNTING PIANIST",5
878,"TEEN APOLLO",5
527,"LOLA AGENT",5
326,"FLYING HOOK",5
586,"MOCKINGBIRD HOLLYWOOD",5
999,"ZOOLANDER FICTION",5
273,"EFFECT GLADIATOR",5
931,"VALENTINE VANISHING",5
891,"TIMBERLAND SKY",5
530,"LORD ARIZONA",5
687,"POCUS PULP",5
327,"FOOL MOCKINGBIRD",5
587,"MOD SECRETARY",5
273,"EFFECT GLADIATOR",5
930,"VACATION BOONDOCK",5
388,"GUNFIGHT MOON",5
137,"CHARADE DUFFEL",5
16,"ALLEY EVOLUTION",5
247,"DOWNHILL ENOUGH",5
540,"LUCKY FLYING",5
142,"CHICKEN HELLFIGHTERS",5
442,"HUNTING MUSKETEERS",5
78,"BLACKOUT PRIVATE",5
248,"DOZEN LION",5
151,"CINCINATTI WHISPERER",5
545,"MADNESS ATTACKS",5
649,"OZ LIAISONS",5
203,"DAISY MENAGERIE",5
491,"JUMPING WRATH",5
145,"CHISUM BEHAVIOR",5
969,"WEST LION",5
382,"GRIT CLOCKWORK",5
164,"COAST RAINBOW",5
961,"WASH HEAVENLY",5
385,"GROUNDHOG UNCUT",5
131,"CENTER DINOSAUR",5
862,"SUMMER SCARFACE",5
924,"UNFORGIVEN ZOOLANDER",5
358,"GILMORE BOILED",5
748,"RUGRATS SHAKESPEARE",5
966,"WEDDING APOLLO",5
510,"LAWLESS VISION",5
800,"SINNERS ATLANTIS",5
715,"RANGE MOONWALKER",5
350,"GARDEN ISLAND",5
68,"BETRAYED REAR",5
447,"ICE CROSSING",5
979,"WITCHES PANIC",5
901,"TRACY CIDER",5
127,"CAT CONEHEADS",5
502,"KNOCK WARLOCK",5
103,"BUCKET BROTHERHOOD",5
571,"METAL ARMAGEDDON",5
625,"NONE SPIKING",5
349,"GANGS PRIDE",5
898,"TOURIST PELICAN",5
859,"SUGAR WONKA",5
561,"MASK PEACH",5
303,"FANTASY TROOPERS",5
951,"VOYAGE LEGALLY",5
875,"TALENTED HOMICIDE",5
504,"KWAI HOMEWARD",5
314,"FIGHT JAWBREAKER",5
100,"BROOKLYN DESERT",5
577,"MILE MULAN",5
953,"WAIT CIDER",5
266,"DYNAMITE TARZAN",5
906,"TRAMP OTHERS",5
693,"POTTER CONNECTICUT",5
375,"GRAIL FRANKENSTEIN",5
951,"VOYAGE LEGALLY",5
239,"DOGMA FAMILY",5
915,"TRUMAN CRAZY",5
685,"PLATOON INSTINCT",5
273,"EFFECT GLADIATOR",5
891,"TIMBERLAND SKY",5
370,"GORGEOUS BINGO",5
1000,"ZORRO ARK",5
252,"DREAM PICKUP",5
741,"ROMAN PUNK",5
689,"POLLOCK DELIVERANCE",5
597,"MOONWALKER FOOL",5
138,"CHARIOTS CONSPIRACY",5
368,"GONE TROUBLE",5
825,"SPEAKEASY DATE",5
86,"BOOGIE AMELIE",5
936,"VANISHING ROCKY",5
12,"ALASKA PHANTOM",5
12,"ALASKA PHANTOM",5
436,"HOURS RAGE",5
738,"ROCKETEER MOTHER",5
142,"CHICKEN HELLFIGHTERS",5
78,"BLACKOUT PRIVATE",5
488,"JOON NORTHWEST",5
275,"EGYPT TENENBAUMS",5
743,"ROOM ROMAN",5
